יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
19.07.2021,נגבה 30,5387-70-17,דירה בבית קומות,5.0,חמישית,100.0,"1,925,000",
14.07.2021,בנבנישתי 17,5119-46-1,קוטג' דו משפחתי,6.0,"מרתף,קרקע,ראשנה,שניה",244.0,"5,600,000",125% ב 14.2 שנים
14.07.2021,מבצע ברק 2,5747-8-3,קוטג' דו משפחתי,7.0,ראשונה,292.0,"2,020,000",
14.07.2021,,3925-747-75,דירה בבית קומות,5.0,שישית,129.0,"2,724,000",
13.07.2021,,3925-747-74,,5.0,שישית,129.0,"2,724,432",
12.07.2021,,3925-747-133,דירה בבית קומות,5.0,חמש עשרה,145.0,"447,000",
12.07.2021,הבוצרים 32,5039-49-29,דירת גן,5.0,"ראשונה, שניה",137.3,"3,230,000",
11.07.2021,הזז 27,5117-45-2,קוטג' דו משפחתי,6.0,קרקע וראשונה,185.73,"4,400,000",
11.07.2021,,3925-747-70,דירה בבית קומות,5.0,שישית,124.0,"165,000",
11.07.2021,תל חי 29,3928-660-0,דירת גג,5.0,,1014.0,"3,058,000",
11.07.2021,,3946-491-23,דירה בבית קומות,5.0,שש עשרה,121.0,"3,170,000",
11.07.2021,,3925-747-73,,5.0,שביעית,129.0,"447,954",
11.07.2021,,3925-747-72,,6.0,חמש עשרה,145.0,"193,571",
10.07.2021,,3925-747-68,,5.0,שישית,124.0,"165,048",
10.07.2021,,3925-747-69,,5.0,שמינית,124.0,"243,421",
08.07.2021,האחד עשר 23,6286-268-5,דירה בבית קומות,5.0,ראשונה,115.8,"2,240,000",60% ב 10.3 שנים
08.07.2021,,3925-737-51,דירה בבית קומות,6.0,שישית,312.0,"4,865,000",
08.07.2021,הבוצרים 20,5039-49-38,דירה בבית קומות,6.0,"חמישית, שישית, שביעית",154.6,"2,650,000",
08.07.2021,ברון דבורה 7,3945-503-22,דירה בבית קומות,5.0,,131.0,"2,800,000",
07.07.2021,טרומפלדור 17,3928-503-8,,5.0,שניה,130.0,"2,800,000",
07.07.2021,מבצע שלמה 2,4747-3-1,קוטג' דו משפחתי,6.0,קרקע + ראשונה,144.13,"3,850,000",37% ב 5.3 שנים
07.07.2021,,3629-321-114,דירה בבית קומות,6.0,שלוש עשרה,147.0,"3,105,849",
07.07.2021,,3925-737-50,,6.0,שישית,210.0,"4,865,000",
07.07.2021,,3629-322-223,דירה בבית קומות,6.0,עשרים וארבע,171.0,"4,770,000",
07.07.2021,,6286-328-7,דירה,5.0,שניה,121.0,"2,730,000",
06.07.2021,קאפח 5,5114-34-74,דירה בבית קומות,5.0,תשיעית,111.0,"2,580,000",142% ב 14.2 שנים
06.07.2021,הנחשול 51,6823-178-3,דירת גן,6.0,קרקע ראשונה ושניה,154.84,"2,750,000",110% ב 13 שנים
06.07.2021,חיל השריון 1,2717-16-11,דירה בבית קומות,6.0,שישית + שביעית,156.0,"3,200,000",20% ב 7.3 שנים
06.07.2021,הנחשול 85,5748-11-32,דירה בבית קומות,5.0,קומה ‎9‏,109.5,"2,700,000",34% ב 9.5 שנים
06.07.2021,ז'בוטינסקי 7,3926-876-9,דירה בבית קומות,5.0,שניה,98.0,"2,070,000",51% ב 5.1 שנים
06.07.2021,,3629-321-113,,6.0,שלוש עשרה,147.0,"3,105,849",
06.07.2021,עין דור 4,6286-317-38,דירה בבית קומות,5.0,שישית,132.0,"3,000,000",
06.07.2021,ויצמן 4,3928-905-19,דירה,5.0,שמינית,160.0,"3,900,000",
06.07.2021,הקונכיה 18,6824-109-1,קוטג' דו משפחתי,6.0,שישית,200.0,"3,750,000",
05.07.2021,ראובן ובת שבע 5,3939-296-28,דירה בבית קומות,5.0,שביעית,98.1,"1,570,000",166% ב 16.9 שנים
01.07.2021,השומרון 29,3923-373-2,קוטג' דו משפחתי,5.0,קרקע וראשונה,164.08,"4,100,000",
30.06.2021,קפלנסקי 28,3926-675-20,דירת גג,5.0,"שישית, שביעית",126.38,"3,400,000",54% ב 6.7 שנים
29.06.2021,פולה בן גוריון 5,3927-364-26,דירה בבית קומות,5.0,שביעית,139.88,"3,660,000",55% ב 10.9 שנים
29.06.2021,,3925-737-47,דירה בבית קומות,6.0,שישית,166.0,"3,180,000",
29.06.2021,האורן 16,4242-570-6,קוטג' דו משפחתי,5.0,ראשונה,178.0,"3,100,000",
29.06.2021,הרברט סמואל 1,3937-280-4,דופלקס,6.0,שישית,179.0,"3,645,000",
29.06.2021,,3925-737-48,דירה בבית קומות,6.0,שלישית,173.0,"3,290,000",
29.06.2021,רמת מגשימים 26,5436-78-1,קוטג' דו משפחתי,5.0,מרתף +קרקע + א' + ב',192.0,"4,400,000",
29.06.2021,,3925-737-49,דירה בבית קומות,5.0,שביעית,232.0,"4,298,000",
29.06.2021,הרברט סמואל 5,3930-115-0,דירת גג,5.0,ראשונה,774.0,"3,100,000",
28.06.2021,רבדים 4,3930-521-2,קוטג' דו משפחתי,5.0,קרקע + ראשונה + שניה,197.84,"3,585,000",
28.06.2021,,3925-737-43,דירה בבית קומות,5.0,שביעית,148.0,"3,115,000",
28.06.2021,,7374-11-3,קוטג' דו משפחתי,5.0,ראשונה,330.0,"5,500,000",
28.06.2021,,3925-737-42,דירה בבית קומות,6.0,חמישית,166.0,"3,100,000",
28.06.2021,,3925-737-44,,6.0,שישית,145.0,"3,180,000",
28.06.2021,,3925-737-45,,6.0,שלישית,153.0,"3,290,000",
28.06.2021,"רש""י 34",3930-688-12,דירה בבית קומות,5.0,חמישית,114.0,"2,280,000",
28.06.2021,,3925-737-46,,5.0,שביעית,165.0,"4,298,500",
27.06.2021,,3925-737-41,,5.0,שביעית,137.0,"3,115,000",
27.06.2021,סוקולוב 15,3936-288-1,דירה בבית קומות,5.0,שניה,122.0,"2,800,000",
27.06.2021,,3925-737-40,,6.0,חמישית,145.0,"3,100,000",
24.06.2021,בלבן אליעזר 6,3939-501-126,דירה בבית קומות,6.0,קומה ‎8‏,138.85,"2,630,000",188% ב 20 שנים
24.06.2021,שניאור זלמן 24,7281-63-4,דירה בבית קומות,5.0,ראשונה,99.0,"1,700,000",
24.06.2021,,3925-738-159,דירה בבית קומות,6.0,ראשונה,181.0,"3,200,000",
24.06.2021,פופל מרדכי 2,3939-289-8,דירה בבית קומות,6.0,שניה,111.72,"1,700,000",
24.06.2021,לאונר נעם 14,7374-28-1,קוטג' דו משפחתי,6.0,ראשונה,343.0,"6,400,000",
23.06.2021,,6286-328-5,דירה בבית קומות,5.0,רביעית,121.0,"2,780,000",
22.06.2021,,6093-421-2,קוטג' דו משפחתי,5.0,ראשונה,305.0,"5,340,000",
21.06.2021,ליבין יוסף וריסיה 3,7374-102-14,דירה בבית קומות,5.0,שלישית,132.0,"2,775,000",29% ב 5.7 שנים
21.06.2021,אוזן אהרון 3,7373-33-2,קוטג' דו משפחתי,6.0,"מרתף, קרקע, ראשונה",227.95,"5,100,000",75% ב 9.5 שנים
21.06.2021,התורמוס 4,5036-157-30,דירה בבית קומות,5.0,שלישית,133.11,"2,800,000",48% ב 7.1 שנים
21.06.2021,קפלנסקי 28,3926-675-12,דירה בבית קומות,5.0,רביעית,105.64,"2,070,000",13% ב 4.9 שנים
21.06.2021,,3629-321-111,דירה,6.0,,146.0,"3,075,849",
21.06.2021,ארו קנט' ג'וזף 15,5098-54-2,קוטג' דו משפחתי,7.0,מרתף קרקע ראשונה ושניה,263.1,"4,500,000",
21.06.2021,,3629-321-110,דירה בבית קומות,6.0,ארבע עשרה,147.0,"3,085,849",
21.06.2021,האם 19,3926-1014-1,דירת גן,6.0,קרקע וראשונה,138.14,"3,440,000",
21.06.2021,,3629-321-109,דירה בבית קומות,6.0,שתים עשרה,147.0,"3,075,849",
21.06.2021,,3925-738-158,,6.0,ראשונה,161.0,"3,200,000",
20.06.2021,השדה 9,3926-161-4,דירה בבית קומות,5.0,ראשונה,125.2,"2,620,000",170% ב 17.5 שנים
20.06.2021,,3946-329-58,דירה בבית קומות,5.0,שניה,114.0,"2,545,000",
20.06.2021,,3925-747-66,דירה בבית קומות,5.0,רביעית,124.0,"131,000",
20.06.2021,הורוביץ 21,3926-1377-4,דירה,5.0,ראשונה,119.0,"2,930,000",
20.06.2021,הכורמים 10,5039-23-53,דירה בבית קומות,5.0,שניה,104.0,"2,240,000",
19.06.2021,,3925-747-64,,5.0,רביעית,124.0,"131,868",
17.06.2021,,4247-606-4,דירה בבית קומות,5.0,ראשונה,,"2,900,000",
17.06.2021,"אח""י מבטח 67",2709-57-1,קוטג' דו משפחתי,5.0,ראשונה,238.0,"5,150,000",
16.06.2021,מבצע קדש 2,3945-703-23,דירה בבית קומות,5.0,שישית,126.73,"2,450,000",180% ב 23.2 שנים
16.06.2021,ההתיישבות 53,6286-324-1,דירה בבית קומות,6.0,"קרקע, ראשונה",164.26,"3,600,000",82% ב 11.2 שנים
16.06.2021,כתריאל 10,6286-399-11,דירה בבית קומות,5.0,שלישית,132.0,"2,740,000",53% ב 8 שנים
16.06.2021,,6286-328-4,דירה,5.0,שלישית,121.0,"2,700,000",
16.06.2021,האם 5,3926-1278-3,דירה בבית קומות,5.0,שניה + שלישית,115.24,"2,676,000",
16.06.2021,,3936-215-32,דירה בבית קומות,5.0,שניה,119.0,"2,550,000",
16.06.2021,בוגלה יונה 1,4246-200-18,דירה בבית קומות,5.0,שניה,116.0,"2,570,000",
15.06.2021,משמר הירדן 22,3939-139-9,דירה בבית קומות,5.0,חמישית,110.0,"2,100,000",104% ב 12.6 שנים
15.06.2021,,3936-215-18,,5.0,,132.0,"2,550,000",
15.06.2021,עראקי שלמה 74,6288-319-1,קוטג' דו משפחתי,6.0,ראשונה,237.0,"4,500,000",
15.06.2021,,3946-491-20,דירה בבית קומות,5.0,עשרים ושתיים,121.0,"3,200,000",
15.06.2021,הורוביץ 27,3926-610-2,דירה בבית קומות,5.0,ראשונה,108.19,"2,170,000",
14.06.2021,,3925-737-36,דירה בבית קומות,6.0,שניה,173.0,"3,298,000",
14.06.2021,,3925-737-37,דירה בבית קומות,6.0,אחת עשרה,346.0,"4,925,000",
14.06.2021,,3925-737-34,דירה בבית קומות,5.0,שמינית,159.0,"2,983,000",
14.06.2021,,3946-491-19,,5.0,עשרים ושתיים,122.0,"3,200,000",
13.06.2021,שניאור זלמן 22,7281-64-2,דירה בבית קומות,5.0,ראשונה,106.0,"1,800,000",
13.06.2021,,3925-737-29,,5.0,שמינית,137.0,"2,983,000",
13.06.2021,,3925-737-30,,5.0,חמישית,137.0,"2,989,000",
13.06.2021,"אח""י משגב 26",2709-21-1,קוטג' דו משפחתי,5.0,שניה,225.0,"3,000,000",
13.06.2021,,3925-737-27,דירה בבית קומות,5.0,רביעית,159.0,"3,020,000",
13.06.2021,,3925-738-157,דירה בבית קומות,6.0,ראשונה,201.0,"3,257,000",
13.06.2021,,3925-737-31,,6.0,שניה,153.0,"3,298,000",
13.06.2021,,3925-737-32,,6.0,אחת עשרה,204.0,"4,925,000",
12.06.2021,,3925-738-156,,6.0,ראשונה,162.0,"3,257,000",
11.06.2021,חיל החימוש 22,2717-5-4,דירה בבית קומות,7.0,שניה ושלישית,241.77,"2,850,000",29% ב 5.4 שנים
11.06.2021,,3925-737-26,,5.0,רביעית,138.0,"3,020,000",
11.06.2021,הפרח 83,4241-288-2,קוטג' דו משפחתי,5.0,קרקע וראשונה,146.94,"3,650,000",
10.06.2021,ההתיישבות 53,6286-324-24,דירה בבית קומות,5.0,שביעית,112.16,"2,825,000",87% ב 11 שנים
10.06.2021,,4246-288-5,דירה בבית קומות,5.0,שישית,123.0,"1,608,000",
10.06.2021,הכורמים 21,5039-24-71,דירה בבית קומות,5.0,שישית ושביעית,102.0,"2,520,000",
10.06.2021,,7375-153-24,דירה בבית קומות,5.0,חמישית,112.0,"3,000,000",
10.06.2021,גלילי ישראל 19,3946-412-78,דירה,5.0,קומה ‎4‏,144.0,"3,500,000",
10.06.2021,,6286-328-3,דירה,5.0,שישית,160.0,"3,750,000",
10.06.2021,,3629-321-107,דירה בבית קומות,6.0,תשע עשרה,151.0,"3,805,849",
10.06.2021,,3629-321-108,דירה,7.0,,151.0,"3,805,849",
10.06.2021,,7375-153-24,דירה בבית קומות,5.0,חמישית,112.0,"3,000,000",
10.06.2021,,3629-321-108,דירה,7.0,,151.0,"3,805,849",
10.06.2021,,4246-288-5,דירה בבית קומות,5.0,שישית,123.0,"1,608,000",
09.06.2021,,3925-737-24,דירה בבית קומות,6.0,חמישית,173.0,"3,195,000",
09.06.2021,,3927-300-1,קוטג' דו משפחתי,6.0,ראשונה,354.0,"5,181,000",
09.06.2021,,4247-606-3,דירה בבית קומות,5.0,שלישית,,"3,050,000",
09.06.2021,העוגן 29,6826-17-2,קוטג' דו משפחתי,6.0,ראשונה,190.0,"4,100,000",
09.06.2021,העוגן 6,6826-5-1,קוטג' דו משפחתי,5.0,ראשונה,279.0,"3,790,000",
08.06.2021,האלה 11,4242-565-2,קוטג' דו משפחתי,5.0,"מרתף ‎-1‏, קומה ‎0‏, קומה ‎1‏",267.41,"3,190,000",2% ב 1.9 שנים
08.06.2021,חיל הים 4,5037-15-2,קוטג' חד משפחתי,7.0,ראשונה,361.0,"3,750,000",
08.06.2021,,3925-737-18,דירה בבית קומות,5.0,רביעית,155.0,"2,963,000",
08.06.2021,,3925-737-21,,6.0,שישית,215.0,"4,785,000",
08.06.2021,"רש""י 39",3930-189-5,דירה,5.0,חמישית,108.0,"2,426,000",
08.06.2021,מעגל השלום 1,5096-7-40,דירה בבית קומות,5.0,עשירית,111.0,"2,900,000",
08.06.2021,,4247-606-2,דירה בבית קומות,5.0,שניה,,"2,980,000",
08.06.2021,עמנואלה בן יעקב 7,4247-603-12,דירה בבית קומות,6.0,שישית,168.0,"4,260,000",
08.06.2021,,3936-215-33,דירה בבית קומות,5.0,חמישית,119.0,"2,575,000",
07.06.2021,ההתיישבות 5,6286-398-53,דירה בבית קומות,5.0,שביעית,116.5,"2,700,000",71% ב 10.6 שנים
07.06.2021,ההתיישבות 45,6286-332-21,דירה בבית קומות,5.0,שישית,139.0,"3,330,000",78% ב 10.3 שנים
07.06.2021,"אח""י משגב 29",2709-77-1,קוטג' דו משפחתי,6.0,ראשונה,316.0,"5,200,000",
07.06.2021,,3925-737-16,,6.0,חמישית,153.0,"3,195,000",
07.06.2021,,3936-215-17,,5.0,,120.0,"2,575,000",
07.06.2021,תנועות הנוער 46,3939-413-1,קוטג' דו משפחתי,7.0,ראשונה,295.0,"4,400,000",
07.06.2021,,5436-141-2,קוטג' דו משפחתי,6.0,ראשונה,270.0,"5,630,000",
07.06.2021,,5435-183-2,קוטג' דו משפחתי,8.0,ראשונה,244.0,"5,450,000",
06.06.2021,התזמורת 50,5183-36-47,דירת גג,5.0,שישית,127.3,"3,100,000",25% ב 6 שנים
06.06.2021,סולד 8,3928-438-2,דירה בבית קומות,6.0,ראשונה + שניה,136.78,"2,330,000",145% ב 13.8 שנים
06.06.2021,חיל החימוש 2,2717-33-3,דירה בבית קומות,5.0,ראשונה,115.9,"1,800,000",
06.06.2021,הוז דב 9,3945-119-8,דירה בבית קומות,5.0,שישית,115.0,"3,120,000",
06.06.2021,,3925-737-15,,5.0,רביעית,131.0,"2,963,000",
06.06.2021,הר ציון 34,3923-123-1,קוטג' דו משפחתי,6.0,ראשונה,232.0,"6,150,000",
04.06.2021,,4246-288-4,דירה בבית קומות,5.0,עשרים וארבע,123.0,"2,600,000",
03.06.2021,"ראב""ע 3",5416-79-2,קוטג' דו משפחתי,7.0,ראשונה,235.0,"4,400,000",
02.06.2021,גלילי ישראל 19,3946-412-91,דירה,5.0,שביעית,144.0,"3,700,000",
02.06.2021,,3925-737-13,דירה בבית קומות,6.0,רביעית,194.0,"3,170,000",
02.06.2021,יהודה 3,3932-325-7,דירה בבית קומות,5.0,שלישית,129.0,"2,350,000",
01.06.2021,גורדון 7,3945-909-1,קוטג' דו משפחתי,5.0,ראשונה,232.0,"2,245,000",
01.06.2021,דרבלה 14,4242-391-1,קוטג' דו משפחתי,6.0,ראשונה,170.0,"3,287,500",
01.06.2021,עולי הגרדום 54,3926-444-6,דירה בבית קומות,5.0,חמישית,127.0,"2,370,000",
31.05.2021,הרב דמארי 12,3937-268-1,דירה בבית קומות,5.0,ראשונה,126.96,"2,395,000",102% ב 13.1 שנים
31.05.2021,היצהר 7,5038-11-32,דירה בבית קומות,5.0,שלישית,96.0,"1,930,000",24% ב 10.1 שנים
31.05.2021,פרידמן מילטון 47,5098-27-2,קוטג' דו משפחתי,6.0,קרקע ראשונה ושניה,173.3,"4,150,000",
31.05.2021,פנינה ומשה 5,3939-307-26,דירה בבית קומות,5.0,שביעית,108.38,"1,812,000",
30.05.2021,הפור 22,5030-101-1,קוטג' דו משפחתי,6.0,ראשונה,167.0,"3,650,000",
30.05.2021,,3925-737-11,,6.0,רביעית,153.0,"3,170,000",
30.05.2021,בן גוריון 52,3927-363-46,דירה בבית קומות,6.0,שתים עשרה,157.22,"4,725,000",
30.05.2021,ארלוזורוב 35,3945-750-1,קוטג' דו משפחתי,5.0,ראשונה,154.0,"3,410,000",
28.05.2021,הנחשול 85,5748-11-16,דירה בבית קומות,5.0,חמישית,121.0,"600,000",
28.05.2021,הרב גורן 5,5116-27-65,דירה בבית קומות,5.0,חמישית,121.11,"2,625,000",
27.05.2021,עולי הגרדום 52,3926-445-9,דירת גג,6.0,קרקע,148.0,"3,350,000",
27.05.2021,בלבן אליעזר 6,3939-501-121,דירה בבית קומות,5.0,קומה ‎6‏,134.78,"2,490,000",
27.05.2021,הוז דב 9,3945-119-9,דירה בבית קומות,5.0,שביעית,115.0,"3,140,000",
27.05.2021,,3925-737-9,דירה בבית קומות,5.0,שמינית,235.0,"3,805,000",
27.05.2021,הזהרון 14,6823-57-1,קוטג' דו משפחתי,6.0,ראשונה,260.0,"3,735,000",
27.05.2021,גולדה מאיר 11,3946-328-30,דירה בבית קומות,5.0,שמינית,104.93,"2,720,000",
26.05.2021,כצנלסון 35,3945-533-10,דירה בבית קומות,5.0,שלישית+רביעית,99.17,"2,250,000",125% ב 11.7 שנים
26.05.2021,,3925-737-8,דירה בבית קומות,5.0,חמישית,174.0,"3,042,000",
26.05.2021,הדיונון 10,6824-163-2,קוטג' דו משפחתי,6.0,ראשונה,220.0,"3,900,000",
25.05.2021,הנגיד 9,5115-31-56,דירה בבית קומות,6.0,רביעית,119.0,"2,820,000",39% ב 5.7 שנים
25.05.2021,,7374-12-2,דירה בבית קומות,6.0,ראשונה,,"5,300,000",
25.05.2021,,3629-322-208,דירה,6.0,,172.0,"4,670,000",
25.05.2021,,3946-491-18,דירה,5.0,עשירית,121.0,"2,800,000",
25.05.2021,,3629-324-177,דירה בבית קומות,6.0,עשרים וחמש,171.0,"2,335,000",
24.05.2021,"ריב""ל 12",5114-36-85,דירה בבית קומות,5.0,עשירית + אחת עשרה,121.9,"2,350,000",15% ב 7.3 שנים
24.05.2021,,3925-737-7,דירה בבית קומות,5.0,שניה,179.0,"2,848,000",
24.05.2021, ,3927-362-47,דירה בבית קומות,5.0,קומה ‎12‏,151.4,"3,300,000",
24.05.2021,כפר חיטים 3,5388-12-16,דירה בבית קומות,5.0,רביעית,84.4,"2,435,000",
24.05.2021,,3927-357-59,דירה בבית קומות,5.0,שתים עשרה,137.0,"3,600,000",
23.05.2021,טיומקין 6,3925-275-19,,5.0,,113.0,"2,210,000",
23.05.2021,,3936-215-34,דירה בבית קומות,5.0,שביעית,131.0,"2,840,000",
23.05.2021,,3925-737-5,,5.0,שמינית,151.0,"3,805,000",
23.05.2021,,3946-491-17,דירה,5.0,שתים עשרה,121.0,"2,930,000",
23.05.2021,מבצע ברק 1,5747-2-2,קוטג' דו משפחתי,6.0,ראשונה,230.0,"5,000,000",
22.05.2021,,3936-215-16,,5.0,,120.0,"2,840,000",
22.05.2021,,3925-737-4,,5.0,עשרים ואחת,131.0,"3,042,221",
21.05.2021,,3629-321-106,דירה,6.0,,146.0,"3,085,849",
20.05.2021,הקוקיה 68,6287-222-73,דירה בבית קומות,5.0,ראשונה,104.6,"1,845,000",19% ב 6 שנים
20.05.2021,המורה אברהם 7,3629-163-1,קוטג' דו משפחתי,6.0,,362.0,"6,400,000",
20.05.2021,נגבה 26,5389-6-25,דירה בבית קומות,5.0,שביעית,98.0,"1,900,000",
20.05.2021,,3629-321-105,דירה בבית קומות,6.0,תשע עשרה,151.0,"3,835,849",
20.05.2021,,3925-737-3,,5.0,שניה,137.0,"2,848,000",
20.05.2021,,3629-321-105,דירה בבית קומות,6.0,תשע עשרה,151.0,"3,835,849",
20.05.2021,המורה אברהם 7,3629-163-1,קוטג' דו משפחתי,6.0,,362.0,"6,400,000",
19.05.2021,מוסאל יצחק 4,3938-166-1,דירה בבית קומות,6.0,"מרתף,קרקע,ראשנה,שניה",205.3,"3,750,000",77% ב 11.2 שנים
19.05.2021,אלקלעי 43,3930-320-8,דירה בבית קומות,5.0,רביעית,122.0,"2,460,000",
19.05.2021,,3946-491-16,דירה,5.0,עשרים וארבע,121.0,"3,250,000",
19.05.2021,,3629-321-101,דירה,6.0,,151.0,"3,705,849",
19.05.2021,מיכואלס שלמה 3,3945-852-4,קוטג' דו משפחתי,5.0,מרתף קרקע וראשונה,242.6,"4,775,000",
18.05.2021,ז'בוטינסקי 65,3945-718-58,דירה בבית קומות,5.0,חמישית,120.09,"2,010,000",122% ב 15.2 שנים
18.05.2021,האחים סולימן 16,3930-553-188,דירה בבית קומות,5.0,אחת עשרה,102.6,"2,325,000",
18.05.2021,גלילי ישראל 25,3946-413-33,דירה בבית קומות,5.0,שבע עשרה,135.0,"3,550,000",
18.05.2021,,3629-321-100,דירה בבית קומות,6.0,שמונה עשרה,151.0,"3,705,849",
18.05.2021,מגדלור 17,6824-231-1,קוטג' דו משפחתי,7.0,ראשונה,229.0,"4,155,000",
13.05.2021,הסמדר 21,5038-4-26,דירה בבית קומות,5.0,רביעית,117.3,"2,370,000",
13.05.2021,,3629-323-107,דירה בבית קומות,5.0,שמינית,128.0,"2,968,000",
12.05.2021,אלקבץ 13,5114-41-30,דירה בבית קומות,5.0,שמינית,109.92,"2,570,000",252% ב 22.7 שנים
12.05.2021,"הרשב""א 13",5115-25-50,דירה בבית קומות,5.0,שניה,108.43,"2,240,000",125% ב 19.3 שנים
12.05.2021,גלשאו שלדון 2,5099-11-1,קוטג' דו משפחתי,7.0,מרתף קרקע + א' + ב',219.6,"4,700,000",159% ב 13.8 שנים
12.05.2021,תל חי 29,3928-660-28,דירה בבית קומות,5.0,חמישית,111.0,"2,067,000",
12.05.2021,,4247-606-1,דירה בבית קומות,5.0,שלישית,128.0,"2,980,000",
11.05.2021,הקוקיה 30,6287-154-4,דירה בבית קומות,5.0,ראשונה,125.25,"2,000,000",185% ב 17.1 שנים
11.05.2021,רוטשילד 71,3926-89-7,דירה בבית קומות,5.0,שלישית ורביעית,100.24,"2,000,000",10% ב 0.8 שנים
10.05.2021,אלירז שלמה 1,3930-131-479,דירה בבית קומות,5.0,עשירית,138.0,"2,375,000",
10.05.2021,,3946-491-15,דירה,5.0,,122.0,"2,900,000",
10.05.2021,עולי הגרדום 52,3926-445-6,דירה בבית קומות,5.0,חמישית,139.0,"2,460,000",
10.05.2021,,3629-321-99,דירה בבית קומות,6.0,שש עשרה,134.0,"2,910,849",
10.05.2021,"מיש""ר 12",3946-410-51,דירה בבית קומות,5.0,קומה ‎5‏,147.6,"3,120,000",
09.05.2021,הנחשול 85,5748-11-18,דירה בבית קומות,5.0,חמישית,121.0,"2,350,000",51% ב 9.5 שנים
09.05.2021,עמנואלה בן יעקב 11,4247-604-11,דירה בבית קומות,6.0,קומה ‎3‏,160.0,"4,300,000",
09.05.2021,טהון 2,3925-367-1,דירה בבית קומות,5.0,ראשונה,180.0,"3,130,000",
09.05.2021,,3629-324-176,דירה,6.0,שבע עשרה,152.0,"3,750,000",
09.05.2021,שמשון 6,3934-255-14,דירה בבית קומות,5.0,שביעית,136.52,"2,550,000",
09.05.2021,,4247-601-8,דירה בבית קומות,5.0,רביעית,127.0,"3,000,000",
09.05.2021,,7375-154-38,דירה בבית קומות,5.0,תשיעית,133.0,"3,670,000",
07.05.2021,,3939-225-8,דירה בבית קומות,5.0,שלישית,109.0,"2,000,000",24% ב 2.5 שנים
07.05.2021,משמר הירדן 13,3939-602-1,דירת גג,5.0,,107.0,"2,520,000",
06.05.2021,קפלנסקי 5,3926-1257-23,דירה בבית קומות,6.0,שישית ושביעית,128.72,"2,850,000",131% ב 20 שנים
06.05.2021,מורדי הגטאות 30,4242-384-1,קוטג' דו משפחתי,7.0,"מרתף,קרקע,ראשנה,שניה",157.92,"2,800,000",
05.05.2021,הנורית 5,5036-175-11,דירה בבית קומות,5.0,שלישית + רביעית,111.2,"2,000,000",17% ב 6.3 שנים
05.05.2021,מבצע דני 40,5383-27-2,קוטג' דו משפחתי,6.0,קרקע + ראשונה,174.28,"4,800,000",47% ב 7.1 שנים
05.05.2021,גלילי ישראל 10,3946-410-106,דירה בבית קומות,5.0,קומה ‎10‏,126.4,"2,930,000",36% ב 6.6 שנים
05.05.2021,חנקין 3,3936-35-10,דירה בבית קומות,5.0,שישית,142.0,"4,350,000",
04.05.2021,,3925-740-14,דירה בבית קומות,5.0,קומה ‎4‏,132.1,"2,850,000",31% ב 5.5 שנים
04.05.2021,רבי יוסף בוכריץ 22,7374-127-2,קוטג' דו משפחתי,8.0,ראשונה,283.0,"4,975,000",
04.05.2021,האבות 6,3930-697-7,דירה,5.0,,119.0,"3,400,000",
04.05.2021,תל חי 29,3928-660-29,דירה בבית קומות,5.0,חמישית,111.0,"2,098,000",
04.05.2021,האבות 6,3930-697-6,דירה בבית קומות,5.0,שמינית,119.0,"3,405,000",
03.05.2021,חיל החימוש 8,2717-33-39,דירה בבית קומות,5.0,מרתף קרקע וראשונה,192.42,"2,787,000",85% ב 12.7 שנים
03.05.2021,תל חי 29,3928-660-30,דירה בבית קומות,5.0,שישית,111.0,"2,078,000",
03.05.2021,,5435-198-2,קוטג' דו משפחתי,7.0,ראשונה,300.0,"5,000,000",
03.05.2021,,7375-153-23,דירה בבית קומות,5.0,תשיעית,157.0,"4,351,000",
02.05.2021,האחים אוסטשינסקי 25,3925-478-26,דירה בבית קומות,5.0,שביעית,106.0,"2,060,000",159% ב 14.3 שנים
02.05.2021,הפיקוס 25,4243-399-1,דירה בבית קומות,6.0,קרקע וראשונה,137.85,"3,450,000",176% ב 13.4 שנים
02.05.2021,,3925-747-63,דירה,6.0,שבע עשרה,157.0,"4,720,000",
29.04.2021,מבצע הראל 10,5383-30-1,קוטג' דו משפחתי,8.0,"קרקע, ראשונה, שניה",175.0,"3,800,000",
29.04.2021,,5435-183-1,קוטג' דו משפחתי,6.0,ראשונה,350.0,"4,208,000",
29.04.2021,,3925-738-155,דירה בבית קומות,5.0,שש עשרה,166.0,"3,000,000",
29.04.2021,בורלא 24,5117-35-2,קוטג' דו משפחתי,6.0,קרקע ראשונה ושניה,195.6,"4,400,000",
28.04.2021,,3925-738-154,,5.0,חמש עשרה,137.0,"3,000,000",
28.04.2021,מרבד הקסמים 5,4246-112-3,קוטג' דו משפחתי,6.0,,131.0,"2,830,000",
28.04.2021,הוז דב 9,3945-119-10,דירת גג,5.0,,116.0,"4,600,000",
27.04.2021,"אח""י מזנק 62",2709-48-2,קוטג' דו משפחתי,7.0,ראשונה,221.0,"5,150,000",
27.04.2021,,3946-491-14,דירה,5.0,שביעית,121.0,"2,940,000",
27.04.2021,פייס 12,3925-548-3,דירה בבית קומות,5.0,שניה + שלישית,113.5,"2,351,000",
